ID,OTC_ID,Text_ID,Sentence_Number,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Comment,Language_ID,Metalanguage_ID,LGR_Conformance,Abbreviations
wara1294a-07_tci20120901a-01_nzrna_trikasi_firran-a4774,wara1294a,07_tci20120901a-01_nzrna_trikasi_firran,99,fi zäbrimako zäthbako mnzen,fi	zä\brim/ako	zä\thb/ako	mnz	=en,3.ABS	SG:PST:PFV:AND\return	SG:PST:PFV:AND\enter	house	=LOC,Then she returned and went inside her house.,,wara1294,stan1293,WORD_ALIGNED,"{""ABS"":""absolutive"", ""ABSC"":""absconditive (attention getter, `look here')"", ""ADJZ"":""adjectivizer"", ""ALL"":""allative"", ""AND"":""andative (`away')"", ""ANIM"":""animate"", ""APPR"":""apprehensive"", ""ASSOC"":""associative case"", ""CHAR"":""characteristic case"", ""DAT"":""dative case"", ""DEM"":""anaphoric demonstrative"", ""DIA"":""diathetic prefix"", ""DIM"":""diminutive"", ""DIST"":""distal deictic"", ""DISTR"":""ditributive"", ""DU"":""dual number"", ""DUR"":""durative"", ""EMPH"":""emphatic"", ""ERG"":""ergative case"", ""ETC"":""et cetera (`and all')"", ""F"":""feminine"", ""FUT"":""future"", ""FUTIMP"":""future imperative"", ""IAM"":""iamitive (`already')"", ""IC"":""inclusory case"", ""IMN"":""imminent (`about to')"", ""IMP"":""imperative"", ""INDF"":""indefinite"", ""INS"":""instrumental case"", ""IO"":""indirect object"", ""IPFV"":""imperfective"", ""IPST"":""immediate past"", ""IRR"":""irrealis"", ""ITER"":""iterative"", ""LOC"":""locative case"", ""LPL"":""large plural"", ""M"":""masculine"", ""MED"":""medial deictic"", ""ND"":""non-dual"", ""NEG"":""negator"", ""NMLZ"":""nominalizer"", ""NPL"":""non-plural"", ""NPST"":""non-past"", ""NSG"":""non-singular"", ""ONLY"":""exclusive marker (`only', `just')"", ""PFV"":""perfective"", ""PH"":""placeholder (`thingamajig')"", ""PL"":""plural"", ""PN"":""proper name"", ""PLN"":""place name"", ""POSS"":""possessive"", ""POT"":""potential"", ""PRIV"":""privative case"", ""PROP"":""proprietive case"", ""PROX"":""proximal deictic"", ""PST"":""past"", ""PURP"":""purposive case"", ""Q"":""question"", ""QUOT"":""quotative"", ""REDUP"":""reduplication"", ""RPST"":""recent past"", ""SG"":""singular"", ""SIMIL"":""similative case"", ""STAT"":""stative"", ""TEMP"":""temporal case"", ""VENT"":""venitive (`towards')""}"
wara1294a-07_tci20120901a-01_nzrna_trikasi_firran-a4776,wara1294a,07_tci20120901a-01_nzrna_trikasi_firran,100,nafafis oromanf zräses fof,nafa-	fis	oroman	=f	zrä\s/	fof,3.POSS-	husband	old_man	=ERG.SG	2|3SG>3SG.F:IRR:PFV\ask	EMPH,Her husband asked her:,,wara1294,stan1293,WORD_ALIGNED,"{""ABS"":""absolutive"", ""ABSC"":""absconditive (attention getter, `look here')"", ""ADJZ"":""adjectivizer"", ""ALL"":""allative"", ""AND"":""andative (`away')"", ""ANIM"":""animate"", ""APPR"":""apprehensive"", ""ASSOC"":""associative case"", ""CHAR"":""characteristic case"", ""DAT"":""dative case"", ""DEM"":""anaphoric demonstrative"", ""DIA"":""diathetic prefix"", ""DIM"":""diminutive"", ""DIST"":""distal deictic"", ""DISTR"":""ditributive"", ""DU"":""dual number"", ""DUR"":""durative"", ""EMPH"":""emphatic"", ""ERG"":""ergative case"", ""ETC"":""et cetera (`and all')"", ""F"":""feminine"", ""FUT"":""future"", ""FUTIMP"":""future imperative"", ""IAM"":""iamitive (`already')"", ""IC"":""inclusory case"", ""IMN"":""imminent (`about to')"", ""IMP"":""imperative"", ""INDF"":""indefinite"", ""INS"":""instrumental case"", ""IO"":""indirect object"", ""IPFV"":""imperfective"", ""IPST"":""immediate past"", ""IRR"":""irrealis"", ""ITER"":""iterative"", ""LOC"":""locative case"", ""LPL"":""large plural"", ""M"":""masculine"", ""MED"":""medial deictic"", ""ND"":""non-dual"", ""NEG"":""negator"", ""NMLZ"":""nominalizer"", ""NPL"":""non-plural"", ""NPST"":""non-past"", ""NSG"":""non-singular"", ""ONLY"":""exclusive marker (`only', `just')"", ""PFV"":""perfective"", ""PH"":""placeholder (`thingamajig')"", ""PL"":""plural"", ""PN"":""proper name"", ""PLN"":""place name"", ""POSS"":""possessive"", ""POT"":""potential"", ""PRIV"":""privative case"", ""PROP"":""proprietive case"", ""PROX"":""proximal deictic"", ""PST"":""past"", ""PURP"":""purposive case"", ""Q"":""question"", ""QUOT"":""quotative"", ""REDUP"":""reduplication"", ""RPST"":""recent past"", ""SG"":""singular"", ""SIMIL"":""similative case"", ""STAT"":""stative"", ""TEMP"":""temporal case"", ""VENT"":""venitive (`towards')""}"
wara1294a-07_tci20120901a-01_nzrna_trikasi_firran-a4777,wara1294a,07_tci20120901a-01_nzrna_trikasi_firran,101,"""be ranzo änfiyokwr, ah?",be	ra	=nzo	än\fiyok/wr	ah,2SG.ERG	what.ABS	=ONLY	2|3SG>2|3PL:NPST:IPFV:VENT\make	ah,"""‘What have you been up to?",,wara1294,stan1293,WORD_ALIGNED,"{""ABS"":""absolutive"", ""ABSC"":""absconditive (attention getter, `look here')"", ""ADJZ"":""adjectivizer"", ""ALL"":""allative"", ""AND"":""andative (`away')"", ""ANIM"":""animate"", ""APPR"":""apprehensive"", ""ASSOC"":""associative case"", ""CHAR"":""characteristic case"", ""DAT"":""dative case"", ""DEM"":""anaphoric demonstrative"", ""DIA"":""diathetic prefix"", ""DIM"":""diminutive"", ""DIST"":""distal deictic"", ""DISTR"":""ditributive"", ""DU"":""dual number"", ""DUR"":""durative"", ""EMPH"":""emphatic"", ""ERG"":""ergative case"", ""ETC"":""et cetera (`and all')"", ""F"":""feminine"", ""FUT"":""future"", ""FUTIMP"":""future imperative"", ""IAM"":""iamitive (`already')"", ""IC"":""inclusory case"", ""IMN"":""imminent (`about to')"", ""IMP"":""imperative"", ""INDF"":""indefinite"", ""INS"":""instrumental case"", ""IO"":""indirect object"", ""IPFV"":""imperfective"", ""IPST"":""immediate past"", ""IRR"":""irrealis"", ""ITER"":""iterative"", ""LOC"":""locative case"", ""LPL"":""large plural"", ""M"":""masculine"", ""MED"":""medial deictic"", ""ND"":""non-dual"", ""NEG"":""negator"", ""NMLZ"":""nominalizer"", ""NPL"":""non-plural"", ""NPST"":""non-past"", ""NSG"":""non-singular"", ""ONLY"":""exclusive marker (`only', `just')"", ""PFV"":""perfective"", ""PH"":""placeholder (`thingamajig')"", ""PL"":""plural"", ""PN"":""proper name"", ""PLN"":""place name"", ""POSS"":""possessive"", ""POT"":""potential"", ""PRIV"":""privative case"", ""PROP"":""proprietive case"", ""PROX"":""proximal deictic"", ""PST"":""past"", ""PURP"":""purposive case"", ""Q"":""question"", ""QUOT"":""quotative"", ""REDUP"":""reduplication"", ""RPST"":""recent past"", ""SG"":""singular"", ""SIMIL"":""similative case"", ""STAT"":""stative"", ""TEMP"":""temporal case"", ""VENT"":""venitive (`towards')""}"
wara1294a-07_tci20120901a-01_nzrna_trikasi_firran-a4778,wara1294a,07_tci20120901a-01_nzrna_trikasi_firran,102,bä moba nrä?,bä	moba	n\rä/,2.ABS	where.ABL	2SG:NPST:IPFV\be,Where do you come from?,,wara1294,stan1293,WORD_ALIGNED,"{""ABS"":""absolutive"", ""ABSC"":""absconditive (attention getter, `look here')"", ""ADJZ"":""adjectivizer"", ""ALL"":""allative"", ""AND"":""andative (`away')"", ""ANIM"":""animate"", ""APPR"":""apprehensive"", ""ASSOC"":""associative case"", ""CHAR"":""characteristic case"", ""DAT"":""dative case"", ""DEM"":""anaphoric demonstrative"", ""DIA"":""diathetic prefix"", ""DIM"":""diminutive"", ""DIST"":""distal deictic"", ""DISTR"":""ditributive"", ""DU"":""dual number"", ""DUR"":""durative"", ""EMPH"":""emphatic"", ""ERG"":""ergative case"", ""ETC"":""et cetera (`and all')"", ""F"":""feminine"", ""FUT"":""future"", ""FUTIMP"":""future imperative"", ""IAM"":""iamitive (`already')"", ""IC"":""inclusory case"", ""IMN"":""imminent (`about to')"", ""IMP"":""imperative"", ""INDF"":""indefinite"", ""INS"":""instrumental case"", ""IO"":""indirect object"", ""IPFV"":""imperfective"", ""IPST"":""immediate past"", ""IRR"":""irrealis"", ""ITER"":""iterative"", ""LOC"":""locative case"", ""LPL"":""large plural"", ""M"":""masculine"", ""MED"":""medial deictic"", ""ND"":""non-dual"", ""NEG"":""negator"", ""NMLZ"":""nominalizer"", ""NPL"":""non-plural"", ""NPST"":""non-past"", ""NSG"":""non-singular"", ""ONLY"":""exclusive marker (`only', `just')"", ""PFV"":""perfective"", ""PH"":""placeholder (`thingamajig')"", ""PL"":""plural"", ""PN"":""proper name"", ""PLN"":""place name"", ""POSS"":""possessive"", ""POT"":""potential"", ""PRIV"":""privative case"", ""PROP"":""proprietive case"", ""PROX"":""proximal deictic"", ""PST"":""past"", ""PURP"":""purposive case"", ""Q"":""question"", ""QUOT"":""quotative"", ""REDUP"":""reduplication"", ""RPST"":""recent past"", ""SG"":""singular"", ""SIMIL"":""similative case"", ""STAT"":""stative"", ""TEMP"":""temporal case"", ""VENT"":""venitive (`towards')""}"
wara1294a-07_tci20120901a-01_nzrna_trikasi_firran-a4779,wara1294a,07_tci20120901a-01_nzrna_trikasi_firran,103,"mä nznrugr?""",mä	nz=	n\ru/gr,where	IPST=	2SG:NPST:IPFV\sleep,"Where did you stay?""",,wara1294,stan1293,WORD_ALIGNED,"{""ABS"":""absolutive"", ""ABSC"":""absconditive (attention getter, `look here')"", ""ADJZ"":""adjectivizer"", ""ALL"":""allative"", ""AND"":""andative (`away')"", ""ANIM"":""animate"", ""APPR"":""apprehensive"", ""ASSOC"":""associative case"", ""CHAR"":""characteristic case"", ""DAT"":""dative case"", ""DEM"":""anaphoric demonstrative"", ""DIA"":""diathetic prefix"", ""DIM"":""diminutive"", ""DIST"":""distal deictic"", ""DISTR"":""ditributive"", ""DU"":""dual number"", ""DUR"":""durative"", ""EMPH"":""emphatic"", ""ERG"":""ergative case"", ""ETC"":""et cetera (`and all')"", ""F"":""feminine"", ""FUT"":""future"", ""FUTIMP"":""future imperative"", ""IAM"":""iamitive (`already')"", ""IC"":""inclusory case"", ""IMN"":""imminent (`about to')"", ""IMP"":""imperative"", ""INDF"":""indefinite"", ""INS"":""instrumental case"", ""IO"":""indirect object"", ""IPFV"":""imperfective"", ""IPST"":""immediate past"", ""IRR"":""irrealis"", ""ITER"":""iterative"", ""LOC"":""locative case"", ""LPL"":""large plural"", ""M"":""masculine"", ""MED"":""medial deictic"", ""ND"":""non-dual"", ""NEG"":""negator"", ""NMLZ"":""nominalizer"", ""NPL"":""non-plural"", ""NPST"":""non-past"", ""NSG"":""non-singular"", ""ONLY"":""exclusive marker (`only', `just')"", ""PFV"":""perfective"", ""PH"":""placeholder (`thingamajig')"", ""PL"":""plural"", ""PN"":""proper name"", ""PLN"":""place name"", ""POSS"":""possessive"", ""POT"":""potential"", ""PRIV"":""privative case"", ""PROP"":""proprietive case"", ""PROX"":""proximal deictic"", ""PST"":""past"", ""PURP"":""purposive case"", ""Q"":""question"", ""QUOT"":""quotative"", ""REDUP"":""reduplication"", ""RPST"":""recent past"", ""SG"":""singular"", ""SIMIL"":""similative case"", ""STAT"":""stative"", ""TEMP"":""temporal case"", ""VENT"":""venitive (`towards')""}"
wara1294a-07_tci20120901a-01_nzrna_trikasi_firran-a4780,wara1294a,07_tci20120901a-01_nzrna_trikasi_firran,104,mä kwa bä fof zämnzeré zbärma,mä	kwa	bä	fof	zä\mnzer/é	zbär	=ma,where	FUT	MED	EMPH	1SG:RPST:PFV\fall.asleep	night	=CHAR,"(She replied) ""Nowhere! I slept there during the night.",,wara1294,stan1293,WORD_ALIGNED,"{""ABS"":""absolutive"", ""ABSC"":""absconditive (attention getter, `look here')"", ""ADJZ"":""adjectivizer"", ""ALL"":""allative"", ""AND"":""andative (`away')"", ""ANIM"":""animate"", ""APPR"":""apprehensive"", ""ASSOC"":""associative case"", ""CHAR"":""characteristic case"", ""DAT"":""dative case"", ""DEM"":""anaphoric demonstrative"", ""DIA"":""diathetic prefix"", ""DIM"":""diminutive"", ""DIST"":""distal deictic"", ""DISTR"":""ditributive"", ""DU"":""dual number"", ""DUR"":""durative"", ""EMPH"":""emphatic"", ""ERG"":""ergative case"", ""ETC"":""et cetera (`and all')"", ""F"":""feminine"", ""FUT"":""future"", ""FUTIMP"":""future imperative"", ""IAM"":""iamitive (`already')"", ""IC"":""inclusory case"", ""IMN"":""imminent (`about to')"", ""IMP"":""imperative"", ""INDF"":""indefinite"", ""INS"":""instrumental case"", ""IO"":""indirect object"", ""IPFV"":""imperfective"", ""IPST"":""immediate past"", ""IRR"":""irrealis"", ""ITER"":""iterative"", ""LOC"":""locative case"", ""LPL"":""large plural"", ""M"":""masculine"", ""MED"":""medial deictic"", ""ND"":""non-dual"", ""NEG"":""negator"", ""NMLZ"":""nominalizer"", ""NPL"":""non-plural"", ""NPST"":""non-past"", ""NSG"":""non-singular"", ""ONLY"":""exclusive marker (`only', `just')"", ""PFV"":""perfective"", ""PH"":""placeholder (`thingamajig')"", ""PL"":""plural"", ""PN"":""proper name"", ""PLN"":""place name"", ""POSS"":""possessive"", ""POT"":""potential"", ""PRIV"":""privative case"", ""PROP"":""proprietive case"", ""PROX"":""proximal deictic"", ""PST"":""past"", ""PURP"":""purposive case"", ""Q"":""question"", ""QUOT"":""quotative"", ""REDUP"":""reduplication"", ""RPST"":""recent past"", ""SG"":""singular"", ""SIMIL"":""similative case"", ""STAT"":""stative"", ""TEMP"":""temporal case"", ""VENT"":""venitive (`towards')""}"
wara1294a-07_tci20120901a-01_nzrna_trikasi_firran-a4782,wara1294a,07_tci20120901a-01_nzrna_trikasi_firran,105,nagayanme znzän zwäfonz,nagayé	=aneme	znzä	=en	zwä\fonz/,children	=POSS.NSG	work	=LOC	1SG:RPST:PFV\dawn_on_sb,Nightfall caught me during work (for the children).,,wara1294,stan1293,WORD_ALIGNED,"{""ABS"":""absolutive"", ""ABSC"":""absconditive (attention getter, `look here')"", ""ADJZ"":""adjectivizer"", ""ALL"":""allative"", ""AND"":""andative (`away')"", ""ANIM"":""animate"", ""APPR"":""apprehensive"", ""ASSOC"":""associative case"", ""CHAR"":""characteristic case"", ""DAT"":""dative case"", ""DEM"":""anaphoric demonstrative"", ""DIA"":""diathetic prefix"", ""DIM"":""diminutive"", ""DIST"":""distal deictic"", ""DISTR"":""ditributive"", ""DU"":""dual number"", ""DUR"":""durative"", ""EMPH"":""emphatic"", ""ERG"":""ergative case"", ""ETC"":""et cetera (`and all')"", ""F"":""feminine"", ""FUT"":""future"", ""FUTIMP"":""future imperative"", ""IAM"":""iamitive (`already')"", ""IC"":""inclusory case"", ""IMN"":""imminent (`about to')"", ""IMP"":""imperative"", ""INDF"":""indefinite"", ""INS"":""instrumental case"", ""IO"":""indirect object"", ""IPFV"":""imperfective"", ""IPST"":""immediate past"", ""IRR"":""irrealis"", ""ITER"":""iterative"", ""LOC"":""locative case"", ""LPL"":""large plural"", ""M"":""masculine"", ""MED"":""medial deictic"", ""ND"":""non-dual"", ""NEG"":""negator"", ""NMLZ"":""nominalizer"", ""NPL"":""non-plural"", ""NPST"":""non-past"", ""NSG"":""non-singular"", ""ONLY"":""exclusive marker (`only', `just')"", ""PFV"":""perfective"", ""PH"":""placeholder (`thingamajig')"", ""PL"":""plural"", ""PN"":""proper name"", ""PLN"":""place name"", ""POSS"":""possessive"", ""POT"":""potential"", ""PRIV"":""privative case"", ""PROP"":""proprietive case"", ""PROX"":""proximal deictic"", ""PST"":""past"", ""PURP"":""purposive case"", ""Q"":""question"", ""QUOT"":""quotative"", ""REDUP"":""reduplication"", ""RPST"":""recent past"", ""SG"":""singular"", ""SIMIL"":""similative case"", ""STAT"":""stative"", ""TEMP"":""temporal case"", ""VENT"":""venitive (`towards')""}"
wara1294a-07_tci20120901a-01_nzrna_trikasi_firran-a4783,wara1294a,07_tci20120901a-01_nzrna_trikasi_firran,106,ane gathagathame kakauna mane egathikwroth,ane	gatha	=me	kakauna	mane	e\gathik/wroth,DEM	bad	=INS	thing	which	PL>2|3PL:NPST:IPFV:AND\leave,"They had left their things lying around.""",,wara1294,stan1293,WORD_ALIGNED,"{""ABS"":""absolutive"", ""ABSC"":""absconditive (attention getter, `look here')"", ""ADJZ"":""adjectivizer"", ""ALL"":""allative"", ""AND"":""andative (`away')"", ""ANIM"":""animate"", ""APPR"":""apprehensive"", ""ASSOC"":""associative case"", ""CHAR"":""characteristic case"", ""DAT"":""dative case"", ""DEM"":""anaphoric demonstrative"", ""DIA"":""diathetic prefix"", ""DIM"":""diminutive"", ""DIST"":""distal deictic"", ""DISTR"":""ditributive"", ""DU"":""dual number"", ""DUR"":""durative"", ""EMPH"":""emphatic"", ""ERG"":""ergative case"", ""ETC"":""et cetera (`and all')"", ""F"":""feminine"", ""FUT"":""future"", ""FUTIMP"":""future imperative"", ""IAM"":""iamitive (`already')"", ""IC"":""inclusory case"", ""IMN"":""imminent (`about to')"", ""IMP"":""imperative"", ""INDF"":""indefinite"", ""INS"":""instrumental case"", ""IO"":""indirect object"", ""IPFV"":""imperfective"", ""IPST"":""immediate past"", ""IRR"":""irrealis"", ""ITER"":""iterative"", ""LOC"":""locative case"", ""LPL"":""large plural"", ""M"":""masculine"", ""MED"":""medial deictic"", ""ND"":""non-dual"", ""NEG"":""negator"", ""NMLZ"":""nominalizer"", ""NPL"":""non-plural"", ""NPST"":""non-past"", ""NSG"":""non-singular"", ""ONLY"":""exclusive marker (`only', `just')"", ""PFV"":""perfective"", ""PH"":""placeholder (`thingamajig')"", ""PL"":""plural"", ""PN"":""proper name"", ""PLN"":""place name"", ""POSS"":""possessive"", ""POT"":""potential"", ""PRIV"":""privative case"", ""PROP"":""proprietive case"", ""PROX"":""proximal deictic"", ""PST"":""past"", ""PURP"":""purposive case"", ""Q"":""question"", ""QUOT"":""quotative"", ""REDUP"":""reduplication"", ""RPST"":""recent past"", ""SG"":""singular"", ""SIMIL"":""similative case"", ""STAT"":""stative"", ""TEMP"":""temporal case"", ""VENT"":""venitive (`towards')""}"
wara1294a-07_tci20120901a-01_nzrna_trikasi_firran-a4784,wara1294a,07_tci20120901a-01_nzrna_trikasi_firran,107,nafafis miyamr,nafa-	fis	miyamr,3.POSS-	husband	ignorance,Her husband was unsuspecting.,,wara1294,stan1293,WORD_ALIGNED,"{""ABS"":""absolutive"", ""ABSC"":""absconditive (attention getter, `look here')"", ""ADJZ"":""adjectivizer"", ""ALL"":""allative"", ""AND"":""andative (`away')"", ""ANIM"":""animate"", ""APPR"":""apprehensive"", ""ASSOC"":""associative case"", ""CHAR"":""characteristic case"", ""DAT"":""dative case"", ""DEM"":""anaphoric demonstrative"", ""DIA"":""diathetic prefix"", ""DIM"":""diminutive"", ""DIST"":""distal deictic"", ""DISTR"":""ditributive"", ""DU"":""dual number"", ""DUR"":""durative"", ""EMPH"":""emphatic"", ""ERG"":""ergative case"", ""ETC"":""et cetera (`and all')"", ""F"":""feminine"", ""FUT"":""future"", ""FUTIMP"":""future imperative"", ""IAM"":""iamitive (`already')"", ""IC"":""inclusory case"", ""IMN"":""imminent (`about to')"", ""IMP"":""imperative"", ""INDF"":""indefinite"", ""INS"":""instrumental case"", ""IO"":""indirect object"", ""IPFV"":""imperfective"", ""IPST"":""immediate past"", ""IRR"":""irrealis"", ""ITER"":""iterative"", ""LOC"":""locative case"", ""LPL"":""large plural"", ""M"":""masculine"", ""MED"":""medial deictic"", ""ND"":""non-dual"", ""NEG"":""negator"", ""NMLZ"":""nominalizer"", ""NPL"":""non-plural"", ""NPST"":""non-past"", ""NSG"":""non-singular"", ""ONLY"":""exclusive marker (`only', `just')"", ""PFV"":""perfective"", ""PH"":""placeholder (`thingamajig')"", ""PL"":""plural"", ""PN"":""proper name"", ""PLN"":""place name"", ""POSS"":""possessive"", ""POT"":""potential"", ""PRIV"":""privative case"", ""PROP"":""proprietive case"", ""PROX"":""proximal deictic"", ""PST"":""past"", ""PURP"":""purposive case"", ""Q"":""question"", ""QUOT"":""quotative"", ""REDUP"":""reduplication"", ""RPST"":""recent past"", ""SG"":""singular"", ""SIMIL"":""similative case"", ""STAT"":""stative"", ""TEMP"":""temporal case"", ""VENT"":""venitive (`towards')""}"
wara1294a-07_tci20120901a-01_nzrna_trikasi_firran-a4785,wara1294a,07_tci20120901a-01_nzrna_trikasi_firran,108,fi fthé enthorakwa mnz kabe fof,fi	fthé	en\thorak/wa	mnz	kabe	fof,3.ABS	when	2|3PL:PST:IPFV:VENT\appear	house	man	EMPH,When the villagers arrived,,wara1294,stan1293,WORD_ALIGNED,"{""ABS"":""absolutive"", ""ABSC"":""absconditive (attention getter, `look here')"", ""ADJZ"":""adjectivizer"", ""ALL"":""allative"", ""AND"":""andative (`away')"", ""ANIM"":""animate"", ""APPR"":""apprehensive"", ""ASSOC"":""associative case"", ""CHAR"":""characteristic case"", ""DAT"":""dative case"", ""DEM"":""anaphoric demonstrative"", ""DIA"":""diathetic prefix"", ""DIM"":""diminutive"", ""DIST"":""distal deictic"", ""DISTR"":""ditributive"", ""DU"":""dual number"", ""DUR"":""durative"", ""EMPH"":""emphatic"", ""ERG"":""ergative case"", ""ETC"":""et cetera (`and all')"", ""F"":""feminine"", ""FUT"":""future"", ""FUTIMP"":""future imperative"", ""IAM"":""iamitive (`already')"", ""IC"":""inclusory case"", ""IMN"":""imminent (`about to')"", ""IMP"":""imperative"", ""INDF"":""indefinite"", ""INS"":""instrumental case"", ""IO"":""indirect object"", ""IPFV"":""imperfective"", ""IPST"":""immediate past"", ""IRR"":""irrealis"", ""ITER"":""iterative"", ""LOC"":""locative case"", ""LPL"":""large plural"", ""M"":""masculine"", ""MED"":""medial deictic"", ""ND"":""non-dual"", ""NEG"":""negator"", ""NMLZ"":""nominalizer"", ""NPL"":""non-plural"", ""NPST"":""non-past"", ""NSG"":""non-singular"", ""ONLY"":""exclusive marker (`only', `just')"", ""PFV"":""perfective"", ""PH"":""placeholder (`thingamajig')"", ""PL"":""plural"", ""PN"":""proper name"", ""PLN"":""place name"", ""POSS"":""possessive"", ""POT"":""potential"", ""PRIV"":""privative case"", ""PROP"":""proprietive case"", ""PROX"":""proximal deictic"", ""PST"":""past"", ""PURP"":""purposive case"", ""Q"":""question"", ""QUOT"":""quotative"", ""REDUP"":""reduplication"", ""RPST"":""recent past"", ""SG"":""singular"", ""SIMIL"":""similative case"", ""STAT"":""stative"", ""TEMP"":""temporal case"", ""VENT"":""venitive (`towards')""}"
wara1294a-07_tci20120901a-01_nzrna_trikasi_firran-a4787,wara1294a,07_tci20120901a-01_nzrna_trikasi_firran,109,nima thäzigrma,nima	thä\zigrm/a,like_this	2|3PL:PST:PFV\look,they looked around (and said),,wara1294,stan1293,WORD_ALIGNED,"{""ABS"":""absolutive"", ""ABSC"":""absconditive (attention getter, `look here')"", ""ADJZ"":""adjectivizer"", ""ALL"":""allative"", ""AND"":""andative (`away')"", ""ANIM"":""animate"", ""APPR"":""apprehensive"", ""ASSOC"":""associative case"", ""CHAR"":""characteristic case"", ""DAT"":""dative case"", ""DEM"":""anaphoric demonstrative"", ""DIA"":""diathetic prefix"", ""DIM"":""diminutive"", ""DIST"":""distal deictic"", ""DISTR"":""ditributive"", ""DU"":""dual number"", ""DUR"":""durative"", ""EMPH"":""emphatic"", ""ERG"":""ergative case"", ""ETC"":""et cetera (`and all')"", ""F"":""feminine"", ""FUT"":""future"", ""FUTIMP"":""future imperative"", ""IAM"":""iamitive (`already')"", ""IC"":""inclusory case"", ""IMN"":""imminent (`about to')"", ""IMP"":""imperative"", ""INDF"":""indefinite"", ""INS"":""instrumental case"", ""IO"":""indirect object"", ""IPFV"":""imperfective"", ""IPST"":""immediate past"", ""IRR"":""irrealis"", ""ITER"":""iterative"", ""LOC"":""locative case"", ""LPL"":""large plural"", ""M"":""masculine"", ""MED"":""medial deictic"", ""ND"":""non-dual"", ""NEG"":""negator"", ""NMLZ"":""nominalizer"", ""NPL"":""non-plural"", ""NPST"":""non-past"", ""NSG"":""non-singular"", ""ONLY"":""exclusive marker (`only', `just')"", ""PFV"":""perfective"", ""PH"":""placeholder (`thingamajig')"", ""PL"":""plural"", ""PN"":""proper name"", ""PLN"":""place name"", ""POSS"":""possessive"", ""POT"":""potential"", ""PRIV"":""privative case"", ""PROP"":""proprietive case"", ""PROX"":""proximal deictic"", ""PST"":""past"", ""PURP"":""purposive case"", ""Q"":""question"", ""QUOT"":""quotative"", ""REDUP"":""reduplication"", ""RPST"":""recent past"", ""SG"":""singular"", ""SIMIL"":""similative case"", ""STAT"":""stative"", ""TEMP"":""temporal case"", ""VENT"":""venitive (`towards')""}"
wara1294a-07_tci20120901a-01_nzrna_trikasi_firran-a4788,wara1294a,07_tci20120901a-01_nzrna_trikasi_firran,110,nä tmatm ffé nzŋawänzr,nä	tmatm	fefe	nz=	ŋa\wä/nzr,INDF	action	really	IPST=	2|3SG:NPST:IPFV\happen,"""Something bad has happened.",,wara1294,stan1293,WORD_ALIGNED,"{""ABS"":""absolutive"", ""ABSC"":""absconditive (attention getter, `look here')"", ""ADJZ"":""adjectivizer"", ""ALL"":""allative"", ""AND"":""andative (`away')"", ""ANIM"":""animate"", ""APPR"":""apprehensive"", ""ASSOC"":""associative case"", ""CHAR"":""characteristic case"", ""DAT"":""dative case"", ""DEM"":""anaphoric demonstrative"", ""DIA"":""diathetic prefix"", ""DIM"":""diminutive"", ""DIST"":""distal deictic"", ""DISTR"":""ditributive"", ""DU"":""dual number"", ""DUR"":""durative"", ""EMPH"":""emphatic"", ""ERG"":""ergative case"", ""ETC"":""et cetera (`and all')"", ""F"":""feminine"", ""FUT"":""future"", ""FUTIMP"":""future imperative"", ""IAM"":""iamitive (`already')"", ""IC"":""inclusory case"", ""IMN"":""imminent (`about to')"", ""IMP"":""imperative"", ""INDF"":""indefinite"", ""INS"":""instrumental case"", ""IO"":""indirect object"", ""IPFV"":""imperfective"", ""IPST"":""immediate past"", ""IRR"":""irrealis"", ""ITER"":""iterative"", ""LOC"":""locative case"", ""LPL"":""large plural"", ""M"":""masculine"", ""MED"":""medial deictic"", ""ND"":""non-dual"", ""NEG"":""negator"", ""NMLZ"":""nominalizer"", ""NPL"":""non-plural"", ""NPST"":""non-past"", ""NSG"":""non-singular"", ""ONLY"":""exclusive marker (`only', `just')"", ""PFV"":""perfective"", ""PH"":""placeholder (`thingamajig')"", ""PL"":""plural"", ""PN"":""proper name"", ""PLN"":""place name"", ""POSS"":""possessive"", ""POT"":""potential"", ""PRIV"":""privative case"", ""PROP"":""proprietive case"", ""PROX"":""proximal deictic"", ""PST"":""past"", ""PURP"":""purposive case"", ""Q"":""question"", ""QUOT"":""quotative"", ""REDUP"":""reduplication"", ""RPST"":""recent past"", ""SG"":""singular"", ""SIMIL"":""similative case"", ""STAT"":""stative"", ""TEMP"":""temporal case"", ""VENT"":""venitive (`towards')""}"
